uri,title,doi,abstract_source,abstract,processed_abstract
http://orkg.org/orkg/resource/R145076,"Survey of Clostridium difficile infection surveillance systems in Europe, 2011",10.2807/1560-7917.es.2016.21.29.30291,crossref,"<jats:p>To develop a European surveillance protocol for <jats:italic>Clostridium difficile</jats:italic> infection (CDI), existing national CDI surveillance systems were assessed in 2011. A web-based electronic form was provided for all national coordinators of the European CDI Surveillance Network (ECDIS-Net). Of 35 national coordinators approached, 33 from 31 European countries replied. Surveillance of CDI was in place in 14 of the 31 countries, comprising 18 different nationwide systems. Three of 14 countries with CDI surveillance used public health notification of cases as the route of reporting, and in another three, reporting was limited to public health notification of cases of severe CDI. The CDI definitions published by the European Society of Clinical Microbiology and Infectious Diseases (ESCMID) and the European Centre for Disease Prevention and Control (ECDC) were widely used, but there were differing definitions to distinguish between community- and healthcare-associated cases. All CDI surveillance systems except one reported annual national CDI rates (calculated as number of cases per patient-days). Only four surveillance systems regularly integrated microbiological data (typing and susceptibility testing results). Surveillance methods varied considerably between countries, which emphasises the need for a harmonised European protocol to allow consistent monitoring of the CDI epidemiology at European level. The results of this survey were used to develop a harmonised EU-wide hospital-based CDI surveillance protocol. </jats:p>","to develop a european surveillance protocol for clostridium difficile infection (cdi), existing national cdi surveillance systems were assessed in 2011. a web-based electronic form was provided for all national coordinators of the european cdi surveillance network (ecdis-net). of 35 national coordinators approached, 33 from 31 european countries replied. surveillance of cdi was in place in 14 of the 31 countries, comprising 18 different nationwide systems. three of 14 countries with cdi surveillance used public health notification of cases as the route of reporting, and in another three, reporting was limited to public health notification of cases of severe cdi. the cdi definitions published by the european society of clinical microbiology and infectious diseases (escmid) and the european centre for disease prevention and control (ecdc) were widely used, but there were differing definitions to distinguish between community- and healthcare-associated cases. all cdi surveillance systems except one reported annual national cdi rates (calculated as number of cases per patient-days). only four surveillance systems regularly integrated microbiological data (typing and susceptibility testing results). surveillance methods varied considerably between countries, which emphasises the need for a harmonised european protocol to allow consistent monitoring of the cdi epidemiology at european level. the results of this survey were used to develop a harmonised eu-wide hospital-based cdi surveillance protocol."
http://orkg.org/orkg/resource/R145065,Description and validation of a new automated surveillance system for Clostridium difficile in Denmark,10.1017/s0950268817001315,crossref,"<jats:title>SUMMARY</jats:title><jats:p>The surveillance of <jats:italic>Clostridium difficile</jats:italic> (CD) in Denmark consists of laboratory based data from Departments of Clinical Microbiology (DCMs) sent to the National Registry of Enteric Pathogens (NREP). We validated a new surveillance system for CD based on the Danish Microbiology Database (MiBa). MiBa automatically collects microbiological test results from all Danish DCMs. We built an algorithm to identify positive test results for CD recorded in MiBa. A CD case was defined as a person with a positive culture for CD or PCR detection of toxin A and/or B and/or binary toxin. We compared CD cases identified through the MiBa-based surveillance with those reported to NREP and locally in five DCMs representing different Danish regions. During 2010–2014, NREP reported 13 896 CD cases, and the MiBa-based surveillance 21 252 CD cases. There was a 99·9% concordance between the local datasets and the MiBa-based surveillance. Surveillance based on MiBa was superior to the current surveillance system, and the findings show that the number of CD cases in Denmark hitherto has been under-reported. There were only minor differences between local data and the MiBa-based surveillance, showing the completeness and validity of CD data in MiBa. This nationwide electronic system can greatly strengthen surveillance and research in various applications.</jats:p>","summary the surveillance of clostridium difficile (cd) in denmark consists of laboratory based data from departments of clinical microbiology (dcms) sent to the national registry of enteric pathogens (nrep). we validated a new surveillance system for cd based on the danish microbiology database (miba). miba automatically collects microbiological test results from all danish dcms. we built an algorithm to identify positive test results for cd recorded in miba. a cd case was defined as a person with a positive culture for cd or pcr detection of toxin a and/or b and/or binary toxin. we compared cd cases identified through the miba-based surveillance with those reported to nrep and locally in five dcms representing different danish regions. during 2010–2014, nrep reported 13 896 cd cases, and the miba-based surveillance 21 252 cd cases. there was a 99·9% concordance between the local datasets and the miba-based surveillance. surveillance based on miba was superior to the current surveillance system, and the findings show that the number of cd cases in denmark hitherto has been under-reported. there were only minor differences between local data and the miba-based surveillance, showing the completeness and validity of cd data in miba. this nationwide electronic system can greatly strengthen surveillance and research in various applications."
http://orkg.org/orkg/resource/R146639,DNA barcodes for species delimitation in Chironomidae (Diptera): a case study on the genus Labrundinia,10.4039/tce.2013.44,crossref,"<jats:title>Abstract</jats:title><jats:p>In this study, we analysed the applicability of DNA barcodes for delimitation of 79 specimens of 13 species of nonbiting midges in the subfamily Tanypodinae (Diptera: Chironomidae) from São Paulo State, Brazil. Our results support DNA barcoding as an excellent tool for species identification and for solving taxonomic conflicts in genus<jats:italic>Labrundinia.</jats:italic>Molecular analysis of cytochrome c oxidase subunit I (COI) gene sequences yielded taxon identification trees, supporting 13 cohesive species clusters, of which three similar groups were subsequently linked to morphological variation at the larval and pupal stage. Additionally, another cluster previously described by means of morphology was linked to molecular markers. We found a distinct barcode gap, and in some species substantial interspecific pairwise divergences (up to 19.3%) were observed, which permitted identification of all analysed species. The results also indicated that barcodes can be used to associate life stages of chironomids since COI was easily amplified and sequenced from different life stages with universal barcode primers.</jats:p>","abstract in this study, we analysed the applicability of dna barcodes for delimitation of 79 specimens of 13 species of nonbiting midges in the subfamily tanypodinae (diptera: chironomidae) from são paulo state, brazil. our results support dna barcoding as an excellent tool for species identification and for solving taxonomic conflicts in genus labrundinia. molecular analysis of cytochrome c oxidase subunit i (coi) gene sequences yielded taxon identification trees, supporting 13 cohesive species clusters, of which three similar groups were subsequently linked to morphological variation at the larval and pupal stage. additionally, another cluster previously described by means of morphology was linked to molecular markers. we found a distinct barcode gap, and in some species substantial interspecific pairwise divergences (up to 19.3%) were observed, which permitted identification of all analysed species. the results also indicated that barcodes can be used to associate life stages of chironomids since coi was easily amplified and sequenced from different life stages with universal barcode primers."
http://orkg.org/orkg/resource/R144353,Exosome-based nanocarriers as bio-inspired and versatile vehicles for drug delivery: recent advances and challenges,10.1039/c9tb00170k,crossref,"<p>Exosomes as drug vehicles have attracted increasing attention due to their ability of shuttling proteins, lipids and genes among cells and natural affinity to target cells.</p>","exosomes as drug vehicles have attracted increasing attention due to their ability of shuttling proteins, lipids and genes among cells and natural affinity to target cells."
http://orkg.org/orkg/resource/R146032,Digital transformation of existing cities,10.1051/e3sconf/201911002027,crossref,"<jats:p>The article focuses on the range of problems arising on the way of innovative technologies implementation in the structure of existing cities. The concept of intellectualization of historic cities, as illustrated by Samara, is offered, which was chosen for the realization of a large Russian project “Smart City. Successful Region” in 2018. One of the problems was to study the experience of information hubs projecting with the purpose of determination of their priority functional directions. The following typology of information hubs was made: scientific and research ones, scientific and technical ones, innovative and cultural ones, cultural and informational ones, scientific and informational ones, technological ones, centres for data processing, scientific centres with experimental and production laboratories. As a result of the conducted research, a suggestion on smart city’s infrastructure is developed, the final levels of innovative technologies implementation in the structure of historic territories are determined. A model suggestion on the formation of a scientific and project centre with experimental and production laboratories branded as named “Park-plant” is developed. Smart (as well as real) city technologies, which are supposed to be placed on the territory of “Park-plant”, are systematized. The organizational structure of the promotion of model projects is offered according to the concept of “triad of development agents”, in which the flagship university – urban community – park-plant interact within the project programme. The effects of the development of the being renovated territory of the historic city centre are enumerated.</jats:p>","the article focuses on the range of problems arising on the way of innovative technologies implementation in the structure of existing cities. the concept of intellectualization of historic cities, as illustrated by samara, is offered, which was chosen for the realization of a large russian project “smart city. successful region” in 2018. one of the problems was to study the experience of information hubs projecting with the purpose of determination of their priority functional directions. the following typology of information hubs was made: scientific and research ones, scientific and technical ones, innovative and cultural ones, cultural and informational ones, scientific and informational ones, technological ones, centres for data processing, scientific centres with experimental and production laboratories. as a result of the conducted research, a suggestion on smart city’s infrastructure is developed, the final levels of innovative technologies implementation in the structure of historic territories are determined. a model suggestion on the formation of a scientific and project centre with experimental and production laboratories branded as named “park-plant” is developed. smart (as well as real) city technologies, which are supposed to be placed on the territory of “park-plant”, are systematized. the organizational structure of the promotion of model projects is offered according to the concept of “triad of development agents”, in which the flagship university – urban community – park-plant interact within the project programme. the effects of the development of the being renovated territory of the historic city centre are enumerated."
http://orkg.org/orkg/resource/R144074,Mitochondria-targeted fluorescent thermometer monitors intracellular temperature gradient,10.1039/c5cc01088h,crossref,"<p>A small molecule fluorescent thermometer targeting mitochondria (Mito thermo yellow) enables us to monitor the intracellular temperature gradient, generated by exogenous heating in various cells.</p>","a small molecule fluorescent thermometer targeting mitochondria (mito thermo yellow) enables us to monitor the intracellular temperature gradient, generated by exogenous heating in various cells."
http://orkg.org/orkg/resource/R144217,Humanitarian applications of machine learning with remote-sensing data: review and case study in refugee settlement mapping,10.1098/rsta.2017.0363,crossref,"<jats:p>The coordination of humanitarian relief, e.g. in a natural disaster or a conflict situation, is often complicated by a scarcity of data to inform planning. Remote sensing imagery, from satellites or drones, can give important insights into conditions on the ground, including in areas which are difficult to access. Applications include situation awareness after natural disasters, structural damage assessment in conflict, monitoring human rights violations or population estimation in settlements. We review machine learning approaches for automating these problems, and discuss their potential and limitations. We also provide a case study of experiments using deep learning methods to count the numbers of structures in multiple refugee settlements in Africa and the Middle East. We find that while high levels of accuracy are possible, there is considerable variation in the characteristics of imagery collected from different sensors and regions. In this, as in the other applications discussed in the paper, critical inferences must be made from a relatively small amount of pixel data. We, therefore, consider that using machine learning systems as an augmentation of human analysts is a reasonable strategy to transition from current fully manual operational pipelines to ones which are both more efficient and have the necessary levels of quality control.</jats:p>\n          <jats:p>This article is part of a discussion meeting issue ‘The growing ubiquity of algorithms in society: implications, impacts and innovations’.</jats:p>","the coordination of humanitarian relief, e.g. in a natural disaster or a conflict situation, is often complicated by a scarcity of data to inform planning. remote sensing imagery, from satellites or drones, can give important insights into conditions on the ground, including in areas which are difficult to access. applications include situation awareness after natural disasters, structural damage assessment in conflict, monitoring human rights violations or population estimation in settlements. we review machine learning approaches for automating these problems, and discuss their potential and limitations. we also provide a case study of experiments using deep learning methods to count the numbers of structures in multiple refugee settlements in africa and the middle east. we find that while high levels of accuracy are possible, there is considerable variation in the characteristics of imagery collected from different sensors and regions. in this, as in the other applications discussed in the paper, critical inferences must be made from a relatively small amount of pixel data. we, therefore, consider that using machine learning systems as an augmentation of human analysts is a reasonable strategy to transition from current fully manual operational pipelines to ones which are both more efficient and have the necessary levels of quality control. \n this article is part of a discussion meeting issue ‘the growing ubiquity of algorithms in society: implications, impacts and innovations’."
http://orkg.org/orkg/resource/R144256,"Nanoemulsions: formation, properties and applications",10.1039/c5sm02958a,crossref,<p>Nanoemulsions are kinetically stable liquid-in-liquid dispersions with droplet sizes on the order of 100 nm.</p>,nanoemulsions are kinetically stable liquid-in-liquid dispersions with droplet sizes on the order of 100 nm.
http://orkg.org/orkg/resource/R144086,A cationic fluorescent polymeric thermometer for the ratiometric sensing of intracellular temperature,10.1039/c5an00420a,crossref,<p>The temperature-dependent fluorescence spectra of a new polymeric thermometer enabled highly sensitive and practical ratiometric temperature sensing inside mammalian cells.</p>,the temperature-dependent fluorescence spectra of a new polymeric thermometer enabled highly sensitive and practical ratiometric temperature sensing inside mammalian cells.
http://orkg.org/orkg/resource/R143919,Enabling Folksonomies for Knowledge Extraction: A Semantic Grounding Approach,10.4018/jswis.2012070102,crossref,"<p>Folksonomies emerge as the result of the free tagging activity of a large number of users over a variety of resources. They can be considered as valuable sources from which it is possible to obtain emerging vocabularies that can be leveraged in knowledge extraction tasks. However, when it comes to understanding the meaning of tags in folksonomies, several problems mainly related to the appearance of synonymous and ambiguous tags arise, specifically in the context of multilinguality. The authors aim to turn folksonomies into knowledge structures where tag meanings are identified, and relations between them are asserted. For such purpose, they use DBpedia as a general knowledge base from which they leverage its multilingual capabilities.</p>","folksonomies emerge as the result of the free tagging activity of a large number of users over a variety of resources. they can be considered as valuable sources from which it is possible to obtain emerging vocabularies that can be leveraged in knowledge extraction tasks. however, when it comes to understanding the meaning of tags in folksonomies, several problems mainly related to the appearance of synonymous and ambiguous tags arise, specifically in the context of multilinguality. the authors aim to turn folksonomies into knowledge structures where tag meanings are identified, and relations between them are asserted. for such purpose, they use dbpedia as a general knowledge base from which they leverage its multilingual capabilities."
http://orkg.org/orkg/resource/R143705,A highly stretchable and sensitive strain sensor based on graphene–elastomer composites with a novel double-interconnected network,10.1039/c6tc01925k,crossref,<p>A facile assembly approach was firstly reported to fabricate a highly stretchable and sensitive strain sensor based on graphene–rubber composites with a novel double-interconnected network.</p>,a facile assembly approach was firstly reported to fabricate a highly stretchable and sensitive strain sensor based on graphene–rubber composites with a novel double-interconnected network.
http://orkg.org/orkg/resource/R142756,Smart City Ontologies: Improving the effectiveness of smart city applications,10.18063/jsc.2015.01.001,crossref,"<jats:p>This paper addresses the problem of low impact of smart city applications observed in the fields of energy and transport, which constitute high-priority domains for the development of smart cities. However, these are not the only fields where the impact of smart cities has been limited. The paper provides an explanation for the low impact of various individual applications of smart cities and discusses ways of improving their effectiveness. We argue that the impact of applications depends primarily on their ontology, and secondarily on smart technology and programming features. Consequently, we start by creating an overall ontology for the smart city, defining the building blocks of this ontology with respect to the most cited definitions of smart cities, and structuring this ontology with the Protégé 5.0 editor, defining entities, class hierarchy, object properties, and data type properties. We then analyze how the ontologies of a sample of smart city applications fit into the overall Smart City Ontology, the consistency between digital spaces, knowledge processes, city domains targeted by the applications, and the types of innovation that determine their impact. In conclusion, we underline the relationships between innovation and ontology, and discuss how we can improve the effectiveness of smart city applications, combining expert and user-driven ontology design with the integration and or-chestration of applications over platforms and larger city entities such as neighborhoods, districts, clusters, and sectors of city activities.</jats:p>","this paper addresses the problem of low impact of smart city applications observed in the fields of energy and transport, which constitute high-priority domains for the development of smart cities. however, these are not the only fields where the impact of smart cities has been limited. the paper provides an explanation for the low impact of various individual applications of smart cities and discusses ways of improving their effectiveness. we argue that the impact of applications depends primarily on their ontology, and secondarily on smart technology and programming features. consequently, we start by creating an overall ontology for the smart city, defining the building blocks of this ontology with respect to the most cited definitions of smart cities, and structuring this ontology with the protégé 5.0 editor, defining entities, class hierarchy, object properties, and data type properties. we then analyze how the ontologies of a sample of smart city applications fit into the overall smart city ontology, the consistency between digital spaces, knowledge processes, city domains targeted by the applications, and the types of innovation that determine their impact. in conclusion, we underline the relationships between innovation and ontology, and discuss how we can improve the effectiveness of smart city applications, combining expert and user-driven ontology design with the integration and or-chestration of applications over platforms and larger city entities such as neighborhoods, districts, clusters, and sectors of city activities."
http://orkg.org/orkg/resource/R143695,Electrically conductive thermoplastic elastomer nanocomposites at ultralow graphene loading levels for strain sensor applications,10.1039/c5tc02751a,crossref,<p>Strain sensors with high sensitivity are reported in the thermoplastic polyurethane nanocomposites with ultralow graphene loading.</p>,strain sensors with high sensitivity are reported in the thermoplastic polyurethane nanocomposites with ultralow graphene loading.
http://orkg.org/orkg/resource/R142560,Products and Services Ontologies: A Methodology for Deriving OWL Ontologies from Industrial Categorization Standards,10.4018/jswis.2006010103,crossref,"<p>Using Semantic Web technologies for e-business tasks, like product search or content integration, requires ontologies for products and services. Their manual creation is problematic due to (1) the high specificity, resulting in a large number of concepts, and (2) the need for timely ontology maintenance due to product innovation; and due to cost, since building such ontologies from scratch requires significant resources. At the same time, industrial categorization standards, like UNSPSC, eCl@ss, eOTD, or the RosettaNet Technical Dictionary, reflect some degree of consensus and contain a wealth of concept definitions plus a hierarchy. They can thus be valuable input for creating domain ontologies. However, the transformation of existing standards, originally developed for some purpose other than ontology engineering, into useful ontologies is not as straightforward as it appears. In this paper, (1) we argue that deriving products and services ontologies from industrial taxonomies is more feasible than manual ontology engineering; (2) show that the representation of the original semantics of the input standard, especially the taxonomic relationship, is an important modeling decision that determines the usefulness of the resulting ontology; (3) illustrate the problem by analyzing existing ontologies derived from UNSPCS and eCl@ss; (4) present a methodology for creating ontologies in OWL based on the reuse of existing standards; and (5) demonstrate this approach by transforming eCl@ss 5.1 into a practically useful products and services ontology.</p>","using semantic web technologies for e-business tasks, like product search or content integration, requires ontologies for products and services. their manual creation is problematic due to (1) the high specificity, resulting in a large number of concepts, and (2) the need for timely ontology maintenance due to product innovation; and due to cost, since building such ontologies from scratch requires significant resources. at the same time, industrial categorization standards, like unspsc, ecl@ss, eotd, or the rosettanet technical dictionary, reflect some degree of consensus and contain a wealth of concept definitions plus a hierarchy. they can thus be valuable input for creating domain ontologies. however, the transformation of existing standards, originally developed for some purpose other than ontology engineering, into useful ontologies is not as straightforward as it appears. in this paper, (1) we argue that deriving products and services ontologies from industrial taxonomies is more feasible than manual ontology engineering; (2) show that the representation of the original semantics of the input standard, especially the taxonomic relationship, is an important modeling decision that determines the usefulness of the resulting ontology; (3) illustrate the problem by analyzing existing ontologies derived from unspcs and ecl@ss; (4) present a methodology for creating ontologies in owl based on the reuse of existing standards; and (5) demonstrate this approach by transforming ecl@ss 5.1 into a practically useful products and services ontology."
http://orkg.org/orkg/resource/R142471,DNA barcoding of Northern Nearctic Muscidae (Diptera) reveals high correspondence between morphological and molecular species limits,10.1186/1472-6785-12-24,crossref,"<jats:title>Abstract</jats:title>\n          <jats:sec>\n            <jats:title>Background</jats:title>\n            <jats:p>Various methods have been proposed to assign unknown specimens to known species using their DNA barcodes, while others have focused on using genetic divergence thresholds to estimate “species” diversity for a taxon, without a well-developed taxonomy and/or an extensive reference library of DNA barcodes. The major goals of the present work were to: a) conduct the largest species-level barcoding study of the Muscidae to date and characterize the range of genetic divergence values in the northern Nearctic fauna; b) evaluate the correspondence between morphospecies and barcode groupings defined using both clustering-based and threshold-based approaches; and c) use the reference library produced to address taxonomic issues.</jats:p>\n          </jats:sec>\n          <jats:sec>\n            <jats:title>Results</jats:title>\n            <jats:p>Our data set included 1114 individuals and their COI sequences (951 from Churchill, Manitoba), representing 160 morphologically-determined species from 25 genera, covering 89% of the known fauna of Churchill and 23% of the Nearctic fauna. Following an iterative process through which all specimens belonging to taxa with anomalous divergence values and/or monophyly issues were re-examined, identity was modified for 9 taxa, including the reinstatement of <jats:italic>Phaonia luteva</jats:italic> (Walker) <jats:bold>stat. nov.</jats:bold> as a species distinct from <jats:italic>Phaonia errans</jats:italic> (Meigen). In the post-reassessment data set, no distinct gap was found between maximum pairwise intraspecific distances (range 0.00-3.01%) and minimum interspecific distances (range: 0.77-11.33%). Nevertheless, using a clustering-based approach, all individuals within 98% of species grouped with their conspecifics with high (&gt;95%) bootstrap support; in contrast, a maximum species discrimination rate of 90% was obtained at the optimal threshold of 1.2%. DNA barcoding enabled the determination of females from 5 ambiguous species pairs and confirmed that 16 morphospecies were genetically distinct from named taxa. There were morphological differences among all distinct genetic clusters; thus, no cases of cryptic species were detected.</jats:p>\n          </jats:sec>\n          <jats:sec>\n            <jats:title>Conclusions</jats:title>\n            <jats:p>Our findings reveal the great utility of building a well-populated, species-level reference barcode database against which to compare unknowns. When such a library is unavailable, it is still possible to obtain a fairly accurate (within ~10%) rapid assessment of species richness based upon a barcode divergence threshold alone, but this approach is most accurate when the threshold is tuned to a particular taxon.</jats:p>\n          </jats:sec>","abstract \n \n background \n various methods have been proposed to assign unknown specimens to known species using their dna barcodes, while others have focused on using genetic divergence thresholds to estimate “species” diversity for a taxon, without a well-developed taxonomy and/or an extensive reference library of dna barcodes. the major goals of the present work were to: a) conduct the largest species-level barcoding study of the muscidae to date and characterize the range of genetic divergence values in the northern nearctic fauna; b) evaluate the correspondence between morphospecies and barcode groupings defined using both clustering-based and threshold-based approaches; and c) use the reference library produced to address taxonomic issues. \n \n \n results \n our data set included 1114 individuals and their coi sequences (951 from churchill, manitoba), representing 160 morphologically-determined species from 25 genera, covering 89% of the known fauna of churchill and 23% of the nearctic fauna. following an iterative process through which all specimens belonging to taxa with anomalous divergence values and/or monophyly issues were re-examined, identity was modified for 9 taxa, including the reinstatement of phaonia luteva (walker) stat. nov. as a species distinct from phaonia errans (meigen). in the post-reassessment data set, no distinct gap was found between maximum pairwise intraspecific distances (range 0.00-3.01%) and minimum interspecific distances (range: 0.77-11.33%). nevertheless, using a clustering-based approach, all individuals within 98% of species grouped with their conspecifics with high (&gt;95%) bootstrap support; in contrast, a maximum species discrimination rate of 90% was obtained at the optimal threshold of 1.2%. dna barcoding enabled the determination of females from 5 ambiguous species pairs and confirmed that 16 morphospecies were genetically distinct from named taxa. there were morphological differences among all distinct genetic clusters; thus, no cases of cryptic species were detected. \n \n \n conclusions \n our findings reveal the great utility of building a well-populated, species-level reference barcode database against which to compare unknowns. when such a library is unavailable, it is still possible to obtain a fairly accurate (within ~10%) rapid assessment of species richness based upon a barcode divergence threshold alone, but this approach is most accurate when the threshold is tuned to a particular taxon. \n"
http://orkg.org/orkg/resource/R142705,Ontology Learning from Thesauri: An Experience in the Urban Domain,10.4018/978-1-61520-859-3.ch011,crossref,"<jats:p>Ontology learning is the term used to encompass methods and techniques employed for the (semi-)automatic processing of knowledge resources that facilitate the acquisition of knowledge during ontology construction. This chapter focuses on ontology learning techniques using thesauri as input sources. Thesauri are one of the most promising sources for the creation of domain ontologies thanks to the richness of term definitions, the existence of a priori relationships between terms, and the consensus provided by their extensive use in the library context. Apart from reviewing the state of the art, this chapter shows how ontology learning techniques can be applied in the urban domain for the development of domain ontologies.</jats:p>","ontology learning is the term used to encompass methods and techniques employed for the (semi-)automatic processing of knowledge resources that facilitate the acquisition of knowledge during ontology construction. this chapter focuses on ontology learning techniques using thesauri as input sources. thesauri are one of the most promising sources for the creation of domain ontologies thanks to the richness of term definitions, the existence of a priori relationships between terms, and the consensus provided by their extensive use in the library context. apart from reviewing the state of the art, this chapter shows how ontology learning techniques can be applied in the urban domain for the development of domain ontologies."
http://orkg.org/orkg/resource/R142278,Self-amplifying RNA SARS-CoV-2 lipid nanoparticle vaccine candidate induces high neutralizing antibody titers in mice,10.1038/s41467-020-17409-9,crossref,"<jats:title>Abstract</jats:title><jats:p>The spread of the SARS-CoV-2 into a global pandemic within a few months of onset motivates the development of a rapidly scalable vaccine. Here, we present a self-amplifying RNA encoding the SARS-CoV-2 spike protein encapsulated within a lipid nanoparticle\xa0(LNP) as a vaccine. We observe remarkably high and dose-dependent SARS-CoV-2 specific antibody titers in mouse sera, as well as robust neutralization of both a pseudo-virus and wild-type virus. Upon further characterization we find that the neutralization is proportional to the quantity of specific IgG and of higher magnitude than recovered COVID-19 patients. saRNA LNP immunizations induce a Th1-biased response in mice, and there is no antibody-dependent enhancement (ADE) observed. Finally, we observe high cellular responses, as characterized by IFN-<jats:italic>γ</jats:italic> production, upon re-stimulation with SARS-CoV-2 peptides. These data provide insight into the vaccine design and evaluation of immunogenicity to enable rapid translation to the clinic.</jats:p>","abstract the spread of the sars-cov-2 into a global pandemic within a few months of onset motivates the development of a rapidly scalable vaccine. here, we present a self-amplifying rna encoding the sars-cov-2 spike protein encapsulated within a lipid nanoparticle\xa0(lnp) as a vaccine. we observe remarkably high and dose-dependent sars-cov-2 specific antibody titers in mouse sera, as well as robust neutralization of both a pseudo-virus and wild-type virus. upon further characterization we find that the neutralization is proportional to the quantity of specific igg and of higher magnitude than recovered covid-19 patients. sarna lnp immunizations induce a th1-biased response in mice, and there is no antibody-dependent enhancement (ade) observed. finally, we observe high cellular responses, as characterized by ifn- γ production, upon re-stimulation with sars-cov-2 peptides. these data provide insight into the vaccine design and evaluation of immunogenicity to enable rapid translation to the clinic."
http://orkg.org/orkg/resource/R142290,A Single Dose of Self-Transcribing and Replicating RNA Based SARS-CoV-2 Vaccine Produces Protective Adaptive Immunity In Mice,10.1101/2020.09.03.280446,crossref,"<jats:title>ABSTRACT</jats:title><jats:p>A self-transcribing and replicating RNA (STARR™) based vaccine (LUNAR<jats:sup>®</jats:sup>-COV19) has been developed to prevent SARS-CoV-2 infection. The vaccine encodes an alphavirus-based replicon and the SARS-CoV-2 full length spike glycoprotein. Translation of the replicon produces a replicase complex that amplifies and prolong SARS-CoV-2 spike glycoprotein expression. A single prime vaccination in mice led to robust antibody responses, with neutralizing antibody titers increasing up to day 60. Activation of cell mediated immunity produced a strong viral antigen specific CD8<jats:sup>+</jats:sup> T lymphocyte response. Assaying for intracellular cytokine staining for IFN-γ and IL-4 positive CD4<jats:sup>+</jats:sup> T helper lymphocytes as well as anti-spike glycoprotein IgG2a/IgG1 ratios supported a strong Th1 dominant immune response. Finally, single LUNAR-COV19 vaccination at both 2 μg and 10 μg doses completely protected human ACE2 transgenic mice from both mortality and even measurable infection following wild-type SARS-CoV-2 challenge. Our findings collectively suggest the potential of Lunar-COV19 as a single dose vaccine.</jats:p>","abstract a self-transcribing and replicating rna (starr™) based vaccine (lunar ® -cov19) has been developed to prevent sars-cov-2 infection. the vaccine encodes an alphavirus-based replicon and the sars-cov-2 full length spike glycoprotein. translation of the replicon produces a replicase complex that amplifies and prolong sars-cov-2 spike glycoprotein expression. a single prime vaccination in mice led to robust antibody responses, with neutralizing antibody titers increasing up to day 60. activation of cell mediated immunity produced a strong viral antigen specific cd8 + t lymphocyte response. assaying for intracellular cytokine staining for ifn-γ and il-4 positive cd4 + t helper lymphocytes as well as anti-spike glycoprotein igg2a/igg1 ratios supported a strong th1 dominant immune response. finally, single lunar-cov19 vaccination at both 2 μg and 10 μg doses completely protected human ace2 transgenic mice from both mortality and even measurable infection following wild-type sars-cov-2 challenge. our findings collectively suggest the potential of lunar-cov19 as a single dose vaccine."
