uri,title,doi,abstract,processed_abstract
http://orkg.org/orkg/resource/R108138,Mapping the wavelength position of deepest absorption features to explore mineral diversity in hyperspectral images,10.1016/j.pss.2014.06.009,"<section-title>Abstract</section-title>
         <abstract-sec><simple-para>A new method is presented for the exploratory analysis of hyperspectral OMEGA imagery of Mars. It involves mapping the wavelength position and depth of the deepest absorption feature in the range between 2.1 and 2.4<hsp></hsp>µm, where reflectance spectra of minerals such as phyllosilicates, carbonates and sulphates contain diagnostic absorption features. For each pixel of the image, the wavelength position maps display the wavelength position of the deepest absorption feature in color and its depth in intensity. This can be correlated with (groups of) minerals and their occurrences.</simple-para>
            <simple-para>To test the validity of the method, comparisons were made between wavelength position maps calculated from OMEGA images of the Nili Fossae area at two different spatial resolutions, of 0.95 and 2.2<hsp></hsp>km, and five CRISM images in targeted mode, at 18<hsp></hsp>m spatial resolution. The wavelength positions and their spatial patterns in the two OMEGA images were generally similar, except that the higher spatial resolution OMEGA image showed a larger diversity of wavelength positions and more spatial detail than the lower resolution OMEGA image. Patterns formed by groups of pixels with relatively deep absorption features between 2.250 and 2.350<hsp></hsp>µm in the OMEGA imagery were in agreement with the patterns calculated from the CRISM imagery. The wavelength positions of clusters of similar pixels in the wavelength position maps are consistent with groups of minerals that have been described elsewhere in the literature.</simple-para>
            <simple-para>We conclude that mapping the wavelength position of the deepest absorption features between 2.1 and 2.4<hsp></hsp>µm provides a useful method for exploratory analysis of the surface mineralogy of Mars with hyperspectral OMEGA imagery. The method provides a synoptic spatial view of the spectral diversity in one single image. It is complementary to the use of summary products, which many researchers have been using for assessment of the information content of OMEGA imagery. The results of the exploratory analysis can be used as input for the construction of surface mineralogical maps. The wavelength position mapping method itself is equally applicable to other terrestrial and planetary data sets and will be particular useful in areas where field validation is sparse and with imagery containing shallow spectral features.</simple-para></abstract-sec> <section-title>Highlights</section-title>
         <abstract-sec><simple-para><list><list-item><label>•</label>
                     <para>A new method is presented for exploring mineral diversity in hyperspectral images.</para></list-item>
                  <list-item><label>•</label>
                     <para>The method calculates the wavelength position of deepest absorption features.</para></list-item>
                  <list-item><label>•</label>
                     <para>The absorption features of image spectra between 2.1 and 2.4<hsp></hsp>μm were mapped.</para></list-item>
                  <list-item><label>•</label>
                     <para>Resulting wavelength position maps show spatial distributions of (groups of) minerals.</para></list-item>
                  <list-item><label>•</label>
                     <para>Results can be used to assess the surface mineralogy of Mars.</para></list-item></list></simple-para></abstract-sec>","abstract a new method is presented for the exploratory analysis of hyperspectral omega imagery of mars. it involves mapping the wavelength position and depth of the deepest absorption feature in the range between 2.1 and 2.4 µm, where reflectance spectra of minerals such as phyllosilicates, carbonates and sulphates contain diagnostic absorption features. for each pixel of the image, the wavelength position maps display the wavelength position of the deepest absorption feature in color and its depth in intensity. this can be correlated with (groups of) minerals and their occurrences. to test the validity of the method, comparisons were made between wavelength position maps calculated from omega images of the nili fossae area at two different spatial resolutions, of 0.95 and 2.2 km, and five crism images in targeted mode, at 18 m spatial resolution. the wavelength positions and their spatial patterns in the two omega images were generally similar, except that the higher spatial resolution omega image showed a larger diversity of wavelength positions and more spatial detail than the lower resolution omega image. patterns formed by groups of pixels with relatively deep absorption features between 2.250 and 2.350 µm in the omega imagery were in agreement with the patterns calculated from the crism imagery. the wavelength positions of clusters of similar pixels in the wavelength position maps are consistent with groups of minerals that have been described elsewhere in the literature. we conclude that mapping the wavelength position of the deepest absorption features between 2.1 and 2.4 µm provides a useful method for exploratory analysis of the surface mineralogy of mars with hyperspectral omega imagery. the method provides a synoptic spatial view of the spectral diversity in one single image. it is complementary to the use of summary products, which many researchers have been using for assessment of the information content of omega imagery. the results of the exploratory analysis can be used as input for the construction of surface mineralogical maps. the wavelength position mapping method itself is equally applicable to other terrestrial and planetary data sets and will be particular useful in areas where field validation is sparse and with imagery containing shallow spectral features. highlights • a new method is presented for exploring mineral diversity in hyperspectral images. • the method calculates the wavelength position of deepest absorption features. • the absorption features of image spectra between 2.1 and 2.4 μm were mapped. • resulting wavelength position maps show spatial distributions of (groups of) minerals. • results can be used to assess the surface mineralogy of mars."
http://orkg.org/orkg/resource/R108141,Iron Oxides Mapping from E0-1 Hyperion Data,10.1007/s12594-015-0364-7,,
http://orkg.org/orkg/resource/R108144,Mapping of Alteration Zones in Mineral Rich Belt of South-East Rajasthan Using Remote Sensing Techniques,10.5281/zenodo.1128817,"Remote sensing techniques have emerged as an asset for various geological studies. Satellite images obtained by different sensors contain plenty of information related to the terrain. Digital image processing further helps in customized ways for the prospecting of minerals. In this study, an attempt has been made to map the hydrothermally altered zones using multispectral and hyperspectral datasets of South East Rajasthan. Advanced Space-borne Thermal Emission and Reflection Radiometer (ASTER) and Hyperion (Level1R) dataset have been processed to generate different Band Ratio Composites (BRCs). For this study, ASTER derived BRCs were generated to delineate the alteration zones, gossans, abundant clays and host rocks. ASTER and Hyperion images were further processed to extract mineral end members and classified mineral maps have been produced using Spectral Angle Mapper (SAM) method. Results were validated with the geological map of the area which shows positive agreement with the image processing outputs. Thus, this study concludes that the band ratios and image processing in combination play significant role in demarcation of alteration zones which may provide pathfinders for mineral prospecting studies.","remote sensing techniques have emerged as an asset for various geological studies. satellite images obtained by different sensors contain plenty of information related to the terrain. digital image processing further helps in customized ways for the prospecting of minerals. in this study, an attempt has been made to map the hydrothermally altered zones using multispectral and hyperspectral datasets of south east rajasthan. advanced space-borne thermal emission and reflection radiometer (aster) and hyperion (level1r) dataset have been processed to generate different band ratio composites (brcs). for this study, aster derived brcs were generated to delineate the alteration zones, gossans, abundant clays and host rocks. aster and hyperion images were further processed to extract mineral end members and classified mineral maps have been produced using spectral angle mapper (sam) method. results were validated with the geological map of the area which shows positive agreement with the image processing outputs. thus, this study concludes that the band ratios and image processing in combination play significant role in demarcation of alteration zones which may provide pathfinders for mineral prospecting studies."
http://orkg.org/orkg/resource/R108147,Potential of airborne hyperspectral data for  geo-exploration over parts of different  geological/metallogenic provinces in India based on AVIRIS-NG observations,10.18520/cs/v116/i7/1143-1156,,
http://orkg.org/orkg/resource/R108150,Improved k-means and spectral matching for hyperspectral mineral mapping,10.1016/j.jag.2020.102154,"Mineral mapping is an important step for the development and utilization of mineral resources. The emergence of remote sensing technology, especially hyperspectral imagery, has paved a new approach to geological mapping. The k-means clustering algorithm is a classical approach to classifying hyperspectral imagery, but the influence of mixed pixels and noise mean that it usually has poor mineral mapping accuracy. In this study, the mapping accuracy of the k-means algorithm was improved in three ways: similarity measurement methods that are insensitive to dimensions are used instead of the Euclidean distance for clustering; the spectral absorption features of minerals are enhanced; and the mineral mapping results are combined as the number of cluster centers (K) is incremented from 1. The improved algorithm is used with combined spectral matching to match the clustering results with a spectral library. A case study on Cuprite, Nevada, demonstrated that the improved k-means algorithm can identify most minerals with the kappa value of over 0.8, which is 46% and 15% higher than the traditional k-means and spectral matching technology. New mineral types are more likely to be found with increasing K. When K is much greater than the number of mineral types, the accuracy is improved, and the mineral mapping results are independent of the similarity measurement method. The improved k-means algorithm can also effectively remove speckle noise from the mineral mapping results and be used to identify other objects.","mineral mapping is an important step for the development and utilization of mineral resources. the emergence of remote sensing technology, especially hyperspectral imagery, has paved a new approach to geological mapping. the k-means clustering algorithm is a classical approach to classifying hyperspectral imagery, but the influence of mixed pixels and noise mean that it usually has poor mineral mapping accuracy. in this study, the mapping accuracy of the k-means algorithm was improved in three ways: similarity measurement methods that are insensitive to dimensions are used instead of the euclidean distance for clustering; the spectral absorption features of minerals are enhanced; and the mineral mapping results are combined as the number of cluster centers (k) is incremented from 1. the improved algorithm is used with combined spectral matching to match the clustering results with a spectral library. a case study on cuprite, nevada, demonstrated that the improved k-means algorithm can identify most minerals with the kappa value of over 0.8, which is 46% and 15% higher than the traditional k-means and spectral matching technology. new mineral types are more likely to be found with increasing k. when k is much greater than the number of mineral types, the accuracy is improved, and the mineral mapping results are independent of the similarity measurement method. the improved k-means algorithm can also effectively remove speckle noise from the mineral mapping results and be used to identify other objects."
http://orkg.org/orkg/resource/R108153,Comparative analysis of mineral mapping for hyperspectral and multispectral imagery,10.1007/s12517-020-5148-8,,
http://orkg.org/orkg/resource/R108156,"Potential Use of Airborne Hyperspectral AVIRIS-NG Data for Mapping Proterozoic Metasediments in Banswara, India",10.1007/s12594-020-1404-5,,
http://orkg.org/orkg/resource/R108158,Phytochemical Studies and Antidiabetic Activities of Newbouldia laevis (P. Beauv) Ethanolic Leaves Extracts in Alloxan-Induced Diabetic Rats,,,
http://orkg.org/orkg/resource/R108161,THE INFLUENCE OF SALTS STRESS ON SOME GROWTH MORPHOLOGY OF (MELON PUMPKIN) Cucurbita maxima Duchesne GROWN IN-VITRO,,,
http://orkg.org/orkg/resource/R108164,Phytochemical Evaluation and Anti-bacterial Activity of Brachystegia eurycoma Harms. Ethanolic Seed Extract. ,,,
http://orkg.org/orkg/resource/R108167,RESPONSES ON SOME GROWTH MORPHOLOGY AND NUTRIENT COMPOSITIONS OF NORTHERN MELON (Cucurbita melo L.) IN DIFFERENT SALT STRESS IN-VITRO. ,,,
http://orkg.org/orkg/resource/R108170,Growth Morphology and Chlorophyll Synthesis of Vigna unguiculata (L). Walp Varieties (White and Brown) Grown Under Salinity Stress.,,,
http://orkg.org/orkg/resource/R108199,A Little Bird Told Me: Mining Tweets for Requirements and Software Evolution,10.1109/re.2017.88,"Twitter is one of the most popular social networks. Previous research found that users employ Twitter to communicate about software applications via short messages, commonly referred to as tweets, and that these tweets can be useful for requirements engineering and software evolution. However, due to their large number---in the range of thousands per day for popular applications---a manual analysis is unfeasible.In this work we present ALERTme, an approach to automatically classify, group and rank tweets about software applications. We apply machine learning techniques for automatically classifying tweets requesting improvements, topic modeling for grouping semantically related tweets and a weighted function for ranking tweets according to specific attributes, such as content category, sentiment and number of retweets. We ran our approach on 68,108 collected tweets from three software applications and compared its results against software practitioners' judgement. Our results show that ALERTme is an effective approach for filtering, summarizing and ranking tweets about software applications. ALERTme enables the exploitation of Twitter as a feedback channel for information relevant to software evolution, including end-user requirements.","twitter is one of the most popular social networks. previous research found that users employ twitter to communicate about software applications via short messages, commonly referred to as tweets, and that these tweets can be useful for requirements engineering and software evolution. however, due to their large number---in the range of thousands per day for popular applications---a manual analysis is unfeasible.in this work we present alertme, an approach to automatically classify, group and rank tweets about software applications. we apply machine learning techniques for automatically classifying tweets requesting improvements, topic modeling for grouping semantically related tweets and a weighted function for ranking tweets according to specific attributes, such as content category, sentiment and number of retweets. we ran our approach on 68,108 collected tweets from three software applications and compared its results against software practitioners' judgement. our results show that alertme is an effective approach for filtering, summarizing and ranking tweets about software applications. alertme enables the exploitation of twitter as a feedback channel for information relevant to software evolution, including end-user requirements."
http://orkg.org/orkg/resource/R108208,Facilitating developer-user interactions with mobile app review digests,10.1145/2468356.2468681,,
http://orkg.org/orkg/resource/R108212,TOGAF Version 9 - The Open Group Architecture Framework,,,
http://orkg.org/orkg/resource/R108224,Linking Business Goals to Process Models in Semantic Business Process Modeling,10.1109/edoc.2008.43,"Broad knowledge is required when a business process is modeled by a business analyst. We argue that existing Business Process Management methodologies do not consider business goals at the appropriate level. In this paper we present an approach to integrate business goals and business process models. We design a Business Goal Ontology for modeling business goals. Furthermore, we devise a modeling pattern for linking the goals to process models and show how the ontology can be used in query answering. In this way, we integrate the intentional perspective into our business process ontology framework, enriching the process description and enabling new types of business process analysis.","broad knowledge is required when a business process is modeled by a business analyst. we argue that existing business process management methodologies do not consider business goals at the appropriate level. in this paper we present an approach to integrate business goals and business process models. we design a business goal ontology for modeling business goals. furthermore, we devise a modeling pattern for linking the goals to process models and show how the ontology can be used in query answering. in this way, we integrate the intentional perspective into our business process ontology framework, enriching the process description and enabling new types of business process analysis."
http://orkg.org/orkg/resource/R108227,Exploiting abused trending topics to identify spam campaigns in Twitter,10.1007/s13278-016-0354-9,"<em>Abstract</em>
              <Para ID=""Par1""> Twitter is an online social network (OSN) with approximately 650 million users. It has been fairly characterized as one of the most influential OSNs since it includes public figures, organizations, news media and official authorities. Twitter has an inherent simple philosophy with short messages, friendship relations, hashtags and support for media sharing such as photos and short videos. Popular hashtags that emerge from users’ activity are displayed prominently in the platform as <Emphasis Type=""Italic"">Popular Trends</Emphasis>. Unfortunately, the capabilities of the platform can be also abused and exploited for distributing illicit content or boosting false information, and the consequences of such actions can be <Emphasis Type=""Italic"">really</Emphasis> severe: one false tweet was enough for making the stock market crash for a short period of time in 2013. In this study, we make an experimental analysis on a large dataset containing 150 million tweets. We delve into the dynamics of the popular trends as well as other Twitter features in regard to deliberate misuse. We investigate traditional spam techniques as well as an obfuscated way of spam campaigns that exploit trending topics and hides malicious URLs within Google search result links. We implement a simple and lightweight classifier for indentifying spam users as well as spam tweets. Finally, we visualize these spam campaigns and investigate their inner properties.</Para>","abstract twitter is an online social network (osn) with approximately 650 million users. it has been fairly characterized as one of the most influential osns since it includes public figures, organizations, news media and official authorities. twitter has an inherent simple philosophy with short messages, friendship relations, hashtags and support for media sharing such as photos and short videos. popular hashtags that emerge from users’ activity are displayed prominently in the platform as popular trends . unfortunately, the capabilities of the platform can be also abused and exploited for distributing illicit content or boosting false information, and the consequences of such actions can be really severe: one false tweet was enough for making the stock market crash for a short period of time in 2013. in this study, we make an experimental analysis on a large dataset containing 150 million tweets. we delve into the dynamics of the popular trends as well as other twitter features in regard to deliberate misuse. we investigate traditional spam techniques as well as an obfuscated way of spam campaigns that exploit trending topics and hides malicious urls within google search result links. we implement a simple and lightweight classifier for indentifying spam users as well as spam tweets. finally, we visualize these spam campaigns and investigate their inner properties."
http://orkg.org/orkg/resource/R108235,Suspended accounts in retrospect: an analysis of twitter spam,10.1145/2068816.2068840,,
http://orkg.org/orkg/resource/R108270,@spam: the underground on 140 characters or less,10.1145/1866307.1866311,,
http://orkg.org/orkg/resource/R108275,Consequences of Connectivity: Characterizing Account Hijacking on Twitter,10.1145/2660267.2660282,,
http://orkg.org/orkg/resource/R108285,Integriertes Wissensmanagement,10.1007/978-3-642-19003-2_19,"Die Veränderung ist die einzige Konstante, insbesondere in der Nutzung der Informationstechnik. Sie ist auch das zentrale Anliegen der zweiten Auflage dieses Werkes zum Business Engineering, das auf die wichtige Frage eingeht, wie sich ein Unternehmen des Industriezeitalters erfolgreich in ein Echtzeitunternehmen der vernetzten Wirtschaft transformiert: Welche Geschäftsstrategien sind zukünftig erfolgreich? Wie können diese Strategien in Prozessen umgesetzt werden? Welche Anforderung sind an die technische Realisierung in Informations- und Kommunikationssystemen zu stellen? Wie fördern wir eine Kultur des Wandels? Der erste Teil des Buches ist den Grundlagen des St. Galler Ansatzes des Business Engineering gewidmet. Der zweite Teil fasst verschiedene Ansätze aus der angewandten Forschung zum Business Engineering zusammen, analysiert Geschäftsmodelle des Informationszeitalters, identifiziert Treiber des Wandels und liefert Instrumente für Veränderungsprozesse. Das Buch zeigt ""Veränderern"" Gestaltungsmöglichkeiten und Handlungsoptionen für Unternehmenserfolg in der vernetzten Wirtschaft auf und möchte anregen, diesen Wandel aktiv mitzugestalten","die veränderung ist die einzige konstante, insbesondere in der nutzung der informationstechnik. sie ist auch das zentrale anliegen der zweiten auflage dieses werkes zum business engineering, das auf die wichtige frage eingeht, wie sich ein unternehmen des industriezeitalters erfolgreich in ein echtzeitunternehmen der vernetzten wirtschaft transformiert: welche geschäftsstrategien sind zukünftig erfolgreich? wie können diese strategien in prozessen umgesetzt werden? welche anforderung sind an die technische realisierung in informations- und kommunikationssystemen zu stellen? wie fördern wir eine kultur des wandels? der erste teil des buches ist den grundlagen des st. galler ansatzes des business engineering gewidmet. der zweite teil fasst verschiedene ansätze aus der angewandten forschung zum business engineering zusammen, analysiert geschäftsmodelle des informationszeitalters, identifiziert treiber des wandels und liefert instrumente für veränderungsprozesse. das buch zeigt ""veränderern"" gestaltungsmöglichkeiten und handlungsoptionen für unternehmenserfolg in der vernetzten wirtschaft auf und möchte anregen, diesen wandel aktiv mitzugestalten"
http://orkg.org/orkg/resource/R108289,Unsupervised collective-based framework for dynamic retraining of supervised real-time spam tweets detection model,https://doi.org/10.1016/j.eswa.2019.05.052,,
http://orkg.org/orkg/resource/R108292,Process Oriented Knowledge Management: A Service Based Approach,10.3217/JUCS-011-04-0565,,
http://orkg.org/orkg/resource/R108296,B-KIDE: a framework and a tool for business process-oriented knowledge infrastructure development,10.1002/kpm.227,"<title>Abstract</title>
<doi>10.1002/kpm.227.abs</doi>
<p>The need for an effective management of knowledge is gaining increasing recognition in today's economy. To acknowledge this fact, new promising and powerful technologies have emerged from industrial and academic research. With these innovations maturing, organizations are increasingly willing to adapt such new knowledge management technologies to improve their knowledge‐intensive businesses. However, the successful application in given business contexts is a complex, multidimensional challenge and a current research topic. Therefore, this contribution addresses this challenge and introduces a framework for the development of business process‐supportive, technological knowledge infrastructures. While business processes represent the organizational setting for the application of knowledge management technologies, knowledge infrastructures represent a concept that can enable knowledge management in organizations. The B‐KIDE Framework introduced in this work provides support for the development of knowledge infrastructures that comprise innovative knowledge management functionality and are visibly supportive of an organization's business processes. The developed B‐KIDE Tool eases the application of the B‐KIDE Framework for knowledge infrastructure developers. Three empirical studies that were conducted with industrial partners from heterogeneous industry sectors corroborate the relevance and viability of the introduced concepts. Copyright © 2005 John Wiley & Sons, Ltd.</p>","abstract 10.1002/kpm.227.abs the need for an effective management of knowledge is gaining increasing recognition in today's economy. to acknowledge this fact, new promising and powerful technologies have emerged from industrial and academic research. with these innovations maturing, organizations are increasingly willing to adapt such new knowledge management technologies to improve their knowledge‐intensive businesses. however, the successful application in given business contexts is a complex, multidimensional challenge and a current research topic. therefore, this contribution addresses this challenge and introduces a framework for the development of business process‐supportive, technological knowledge infrastructures. while business processes represent the organizational setting for the application of knowledge management technologies, knowledge infrastructures represent a concept that can enable knowledge management in organizations. the b‐kide framework introduced in this work provides support for the development of knowledge infrastructures that comprise innovative knowledge management functionality and are visibly supportive of an organization's business processes. the developed b‐kide tool eases the application of the b‐kide framework for knowledge infrastructure developers. three empirical studies that were conducted with industrial partners from heterogeneous industry sectors corroborate the relevance and viability of the introduced concepts. copyright © 2005 john wiley & sons, ltd."
http://orkg.org/orkg/resource/R108301,A notation for Knowledge-Intensive Processes,10.1109/cscwd.2013.6580961,"Business process modeling has become essential for managing organizational knowledge artifacts. However, this is not an easy task, especially when it comes to the so-called Knowledge-Intensive Processes (KIPs). A KIP comprises activities based on acquisition, sharing, storage, and (re)use of knowledge, as well as collaboration among participants, so that the amount of value added to the organization depends on process agents' knowledge. The previously developed Knowledge Intensive Process Ontology (KIPO) structures all the concepts (and relationships among them) to make a KIP explicit. Nevertheless, KIPO does not include a graphical notation, which is crucial for KIP stakeholders to reach a common understanding about it. This paper proposes the Knowledge Intensive Process Notation (KIPN), a notation for building knowledge-intensive processes graphical models.","business process modeling has become essential for managing organizational knowledge artifacts. however, this is not an easy task, especially when it comes to the so-called knowledge-intensive processes (kips). a kip comprises activities based on acquisition, sharing, storage, and (re)use of knowledge, as well as collaboration among participants, so that the amount of value added to the organization depends on process agents' knowledge. the previously developed knowledge intensive process ontology (kipo) structures all the concepts (and relationships among them) to make a kip explicit. nevertheless, kipo does not include a graphical notation, which is crucial for kip stakeholders to reach a common understanding about it. this paper proposes the knowledge intensive process notation (kipn), a notation for building knowledge-intensive processes graphical models."
http://orkg.org/orkg/resource/R108304,CATS: Characterizing automation of Twitter spammers,10.1109/COMSNETS.2013.6465541,"Twitter, with its rising popularity as a micro-blogging website, has inevitably attracted the attention of spammers. Spammers use myriad of techniques to evade security mechanisms and post spam messages, which are either unwelcome advertisements for the victim or lure victims in to clicking malicious URLs embedded in spam tweets. In this paper, we propose several novel features capable of distinguishing spam accounts from legitimate accounts. The features analyze the behavioral and content entropy, bait-techniques, and profile vectors characterizing spammers, which are then fed into supervised learning algorithms to generate models for our tool, CATS. Using our system on two real-world Twitter data sets, we observe a 96% detection rate with about 0.8% false positive rate beating state of the art detection approach. Our analysis reveals detection of more than 90% of spammers with less than five tweets and about half of the spammers detected with only a single tweet. Our feature computation has low latency and resource requirement making fast detection feasible. Additionally, we cluster the unknown spammers to identify and understand the prevalent spam campaigns on Twitter.","twitter, with its rising popularity as a micro-blogging website, has inevitably attracted the attention of spammers. spammers use myriad of techniques to evade security mechanisms and post spam messages, which are either unwelcome advertisements for the victim or lure victims in to clicking malicious urls embedded in spam tweets. in this paper, we propose several novel features capable of distinguishing spam accounts from legitimate accounts. the features analyze the behavioral and content entropy, bait-techniques, and profile vectors characterizing spammers, which are then fed into supervised learning algorithms to generate models for our tool, cats. using our system on two real-world twitter data sets, we observe a 96% detection rate with about 0.8% false positive rate beating state of the art detection approach. our analysis reveals detection of more than 90% of spammers with less than five tweets and about half of the spammers detected with only a single tweet. our feature computation has low latency and resource requirement making fast detection feasible. additionally, we cluster the unknown spammers to identify and understand the prevalent spam campaigns on twitter."
http://orkg.org/orkg/resource/R108307,Knowledge modelling in weakly‐structured business processes,10.1108/13673270310477261,"<p>In this paper we present a new approach for integrating knowledge management and business process management. We focus on the modelling of weakly-structured knowledge-intensive business processes. We develop a framework for modelling this type of processes that explicitly considers knowledge-related tasks and knowledge objects and present a workflow tool that is an implementation of our theoretical meta-model. As an example, we sketch one case study, the process for granting full old age pension as it is performed in the Greek Social Security Institution. Finally we briefly describe some related approaches and compare them to our work and draw the main conclusions and further research directions.</p>","in this paper we present a new approach for integrating knowledge management and business process management. we focus on the modelling of weakly-structured knowledge-intensive business processes. we develop a framework for modelling this type of processes that explicitly considers knowledge-related tasks and knowledge objects and present a workflow tool that is an implementation of our theoretical meta-model. as an example, we sketch one case study, the process for granting full old age pension as it is performed in the greek social security institution. finally we briefly describe some related approaches and compare them to our work and draw the main conclusions and further research directions."
http://orkg.org/orkg/resource/R108312,Rapid knowledge work visualization for organizations,10.1108/13673270710762747,"<sec><title>Purpose</title><x>–</x><p><italic>The purpose of this contribution is to motivate a new, rapid approach to modeling knowledge work in organizational settings and to introduce a software tool that demonstrates the viability of the envisioned concept.</italic></p></sec><sec><title>Design/methodology/approach</title><x>–</x><p><italic>Based on existing modeling structures, the KnowFlow toolset that aids knowledge analysts in rapidly conducting interviews and in conducting multi-perspective analysis of organizational knowledge work is introduced.</italic></p></sec><sec><title>Findings</title><x>–</x><p><italic>This article demonstrates how rapid knowledge work visualization can be conducted largely without human modelers by developing an interview structure that allows for self-service interviews. Two application scenarios illustrate the pressing need for and the potentials of rapid knowledge work visualizations in organizational settings.</italic></p></sec><sec><title>Research limitations/implications</title><x>–</x><p><italic>The efforts necessary for traditional modeling approaches in the area of knowledge management are often prohibitive. This contribution argues that future research needs to take economical constraints of organizational settings into account in order to be able to realize the full potential of knowledge work management.</italic></p></sec><sec><title>Practical implications</title><x>–</x><p><italic>This work picks up a problem identified in practice and proposes the novel concept of rapid knowledge work visualization for making knowledge work modeling in organizations more feasible.</italic></p></sec><sec><title>Originality/value</title><x>–</x><p><italic>This work develops a vision of rapid knowledge work visualization and introduces a tool-supported approach that addresses some of the identified challenges.</italic></p></sec>","purpose – the purpose of this contribution is to motivate a new, rapid approach to modeling knowledge work in organizational settings and to introduce a software tool that demonstrates the viability of the envisioned concept. design/methodology/approach – based on existing modeling structures, the knowflow toolset that aids knowledge analysts in rapidly conducting interviews and in conducting multi-perspective analysis of organizational knowledge work is introduced. findings – this article demonstrates how rapid knowledge work visualization can be conducted largely without human modelers by developing an interview structure that allows for self-service interviews. two application scenarios illustrate the pressing need for and the potentials of rapid knowledge work visualizations in organizational settings. research limitations/implications – the efforts necessary for traditional modeling approaches in the area of knowledge management are often prohibitive. this contribution argues that future research needs to take economical constraints of organizational settings into account in order to be able to realize the full potential of knowledge work management. practical implications – this work picks up a problem identified in practice and proposes the novel concept of rapid knowledge work visualization for making knowledge work modeling in organizations more feasible. originality/value – this work develops a vision of rapid knowledge work visualization and introduces a tool-supported approach that addresses some of the identified challenges."
http://orkg.org/orkg/resource/R108316,Analyzing Knowledge Transfer Effectiveness--An Agent-Oriented Modeling Approach,10.1109/hicss.2007.80,"Facilitating the transfer of knowledge between knowledge workers represents one of the main challenges of knowledge management. Knowledge transfer instruments, such as the experience factory concept, represent means for facilitating knowledge transfer in organizations. As past research has shown, effectiveness of knowledge transfer instruments strongly depends on their situational context, on the stakeholders involved in knowledge transfer, and on their acceptance, motivation and goals. In this paper, we introduce an agent-oriented modeling approach for analyzing the effectiveness of knowledge transfer instruments in the light of (potentially conflicting) stakeholders¿ goals. We apply this intentional approach to the experience factory concept and analyze under which conditions it can fail, and how adaptations to the Experience Factory can be explored in a structured way.","facilitating the transfer of knowledge between knowledge workers represents one of the main challenges of knowledge management. knowledge transfer instruments, such as the experience factory concept, represent means for facilitating knowledge transfer in organizations. as past research has shown, effectiveness of knowledge transfer instruments strongly depends on their situational context, on the stakeholders involved in knowledge transfer, and on their acceptance, motivation and goals. in this paper, we introduce an agent-oriented modeling approach for analyzing the effectiveness of knowledge transfer instruments in the light of (potentially conflicting) stakeholders¿ goals. we apply this intentional approach to the experience factory concept and analyze under which conditions it can fail, and how adaptations to the experience factory can be explored in a structured way."
http://orkg.org/orkg/resource/R108321,Modelling knowledge transfer: A knowledge dynamics perspective,10.1177/1063293x15592185,"The increasing complexity in design activities leads designers to collaborate and share knowledge within distributed teams. This makes designers use systems such as knowledge management systems to reach their goal. In this article, our aim is to investigate on improving the use of knowledge management systems by defining a framework for modelling knowledge transfer in such context. The proposed framework is partly based on reuse of existing models found in the literature and on a participant observation methodology. Then, we tested this framework through several case studies presented in this article. These investigations enable us to observe, define and model more finely the knowledge dynamics that occur between knowledge workers and knowledge management systems.","the increasing complexity in design activities leads designers to collaborate and share knowledge within distributed teams. this makes designers use systems such as knowledge management systems to reach their goal. in this article, our aim is to investigate on improving the use of knowledge management systems by defining a framework for modelling knowledge transfer in such context. the proposed framework is partly based on reuse of existing models found in the literature and on a participant observation methodology. then, we tested this framework through several case studies presented in this article. these investigations enable us to observe, define and model more finely the knowledge dynamics that occur between knowledge workers and knowledge management systems."
http://orkg.org/orkg/resource/R108325,Modeling Knowledge Work for the Design of Knowledge Infrastructures,10.3217/JUCS-011-04-0429,,
http://orkg.org/orkg/resource/R108328,Modeling Techniques for Knowledge Management: ,10.4018/978-1-59904-603-7.ch003,,
http://orkg.org/orkg/resource/R108333,Credibility in context: An analysis of feature distributions in twitter,,"Twitter is a major forum for rapid dissemination of user-provided content in real time. As such, a large proportion of the information it contains is not particularly relevant to many users and in fact is perceived as unwanted 'noise' by many. There has been increased research interest in predicting whether tweets are relevant, newsworthy or credible, using a variety of models and methods. In this paper, we focus on an analysis that highlights the utility of the individual features in Twitter such as hash tags, retweets and mentions for predicting credibility. We first describe a context-based evaluation of the utility of a set of features for predicting manually provided credibility assessments on a corpus of microblog tweets. This is followed by an evaluation of the distribution/presence of each feature across 8 diverse crawls of tweet data. Last, an analysis of feature distribution across dyadic pairs of tweets and retweet chains of various lengths is described. Our results show that the best indicators of credibility include URLs, mentions, retweets and tweet length and that features occur more prominently in data describing emergency and unrest situations.","twitter is a major forum for rapid dissemination of user-provided content in real time. as such, a large proportion of the information it contains is not particularly relevant to many users and in fact is perceived as unwanted 'noise' by many. there has been increased research interest in predicting whether tweets are relevant, newsworthy or credible, using a variety of models and methods. in this paper, we focus on an analysis that highlights the utility of the individual features in twitter such as hash tags, retweets and mentions for predicting credibility. we first describe a context-based evaluation of the utility of a set of features for predicting manually provided credibility assessments on a corpus of microblog tweets. this is followed by an evaluation of the distribution/presence of each feature across 8 diverse crawls of tweet data. last, an analysis of feature distribution across dyadic pairs of tweets and retweet chains of various lengths is described. our results show that the best indicators of credibility include urls, mentions, retweets and tweet length and that features occur more prominently in data describing emergency and unrest situations."
